,web-scraper-order,web-scraper-start-url,Products-href,Package Content,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
125,1751678296-139,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17,https://www.andaazfashion.com/resham-embroidered-silk-white-anarkali-suit-lstv04071.html,"Resham Work, Thread Work",https://assets2.andaazfashion.com/media/catalog/product/l/s/lstv04071-white.jpg,Priyanka Chopra White Silk Anarkali Suit,Women,Anarkali,Traditional,Silk,Santoon,White,"Bridesmaid Wear, Festival Wear, Party Wear, Wedding Wear",All-season,61200,72%,"Resham Work, Thread Work","Resham Work, Thread Work",Women,40-42,Silver,Heels
126,1751678303-140,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17,https://www.andaazfashion.com/silk-embroidered-anarkali-suit-in-navy-blue-colour-lstv03710-navy-blue.html,"Resham Work, Zari Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-embroidered-anarkali-suit-in-navy-blue-colour-1-lstv03710-navy-blue_1_1.jpg,Silk Embroidered Wedding Anarkali Suit In Navy Blue Colour,Women,Anarkali,Traditional,Taffeta Silk,Lycra,Navy Blue,"Festival Wear, Party Wear",All-season,67800,72%,"Resham Work, Zari Work, Stone Work","Resham Work, Zari Work, Stone Work",Women,Unknown,Matching Navy Blue,Heels
127,1751678309-141,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17,https://www.andaazfashion.com/green-georgette-anarkali-churidar-suit-with-dupatta-dmv13912green.html,Black,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-dmv13912-anarkali-suit-green_2.jpg,Apple Green Anarkali Churidar Suit With Dupatta,Women,Anarkali,Traditional,Georgette,Banglori Silk,Apple Green,"Special Events, Parties, Festivals",All-season,54000,50%,Embroidery,Suit with Dupatta,Women,32-58,Black,Heels
128,1751678316-142,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 17,https://www.andaazfashion.com/dazzling-silk-anarkalii-suit-in-pantone-yellow-color-with-embroidered-embroidered-1934.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-1934-anarkali-suit-collection-front_1_1.jpg,Yellow Silk Wedding Anarkali Suit With Pink Embroidered Jacket,Women,Anarkali,Heavy Work,Silk,Santoon,Yellow,"Festival Wear, Party Wear, Mehndi, Sangeet",All-season,57900,43%,Embroidered Work,"Top (Included Lining), Bottom and Scarf",Women,Not specified,Matching Pink or Gold,Heels or Sandals
129,1751678338-143,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/black-georgette-embroidered-pakistani-anarkali-suit-lstv112193.html,"Sequins, Thread Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-georgette-embroidered-pakistani-anarkali-suit-lstv112193-1.jpg,Black Georgette Embroidered Pakistani Anarkali Suit,Pakistani Cloth,Anarkali,Heavy Work,Georgette,Lycra,Black,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,39900,43%,"Sequins, Thread Work","Sequins, Thread Work",Pakistani Women,40-42,Black,Heels
130,1751678346-144,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/black-velvet-embroidered-anarkali-suit-lstv114911.html,"Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv114911-black.jpg,Black Velvet Embroidered Anarkali Suit,Women,Anarkali,Heavy Work,Velvet,Net,Black,"Party Wear, Festival Wear",All-season,64800,72%,"Stone Work, Zari","Stone Work, Zari",Women,,,
131,1751678404-146,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/teal-green-silk-and-taffeta-anarkali-churidar-suit-with-dupatta-dmv14542.html,Teal Green,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-dmv14542-designer-anarkali-suit-front.jpg,Teal Green Taffeta Silk Anarkali Churidar Suit With Dupatta,Women,Anarkali,Traditional,Taffeta Silk,Taffeta Silk,Teal Green,"Special Events, Parties, Festivals",All-season,66000,43%,Embroidery,Anarkali Churidar Suit With Dupatta,Muslim Women,32-58,"Gold, Silver","Heels, Sandals"
132,1751678432-147,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/elegant-crepe-green-and-trail-cut-anarkali-suit-with-cigarette-pant-1837-green.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/l/elegant-crepe-green-and-trail-cut-anarkali-suit-with-cigarette-pant-d1837-green_2.jpg,Forest Green Georgette Trail Cut Wedding Anarkali Suit for Wedding & Party,Women,Anarkali,Fancy,Georgette,Brocade,Forest Green,"Wedding Wear, Party Wear, Diwali, Eid, Festival Wear, Sangeet, Mahendi, Guest of Wedding Wear",All-season,57900,28%,Zardosi and pearl work,"Top (Included Lining), Bottom and Scarf",Women,"40, 32-36","Gold, Silver","Heels, Sandals"
133,1751678459-148,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/peacock-green-raw-silk-floor-length-anarkali-suit-lstv113197.html,"Sequins, Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/e/peacock-green-raw-silk-floor-length-anarkali-suit-lstv113197-1.jpg,Peacock Green Silk Floor Length Anarkali Suit,Women,Anarkali,Traditional,Silk,Santoon,Peacock Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Mehndi, Festival Wear",All-season,75900,40%,"Sequins, Stone Work, Zari","Sequins, Stone Work, Zari",Women,40-42,Gold,Heels
134,1751678700-149,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/black-soft-net-anarkali-churidar-suit-1709.html,Net,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design_no_1709_1.jpg,Black Soft Net Wedding Anarkali churidar suit,Women,Anarkali,Traditional,Net,Net,Black,Wedding,All-season,56100,21%,Embroidery,Anarkali churidar suit,Women,,,
135,1751678755-152,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/navy-blue-sequins-fabric-party-wear-anarkali-style-suit-lstv116001.html,Sequins,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-sequins-fabric-party-wear-anarkali-style-suit-lstv116001_1.jpg,Navy Blue Sequins Fabric Wedding Wear Anarkali Style Suit,Women,Anarkali,Fancy,Net,Taffeta Silk,Navy Blue,"Party Wear, Festival Wear",All-season,66000,72%,Sequins,Sequins,Women,,,
136,1751678759-153,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/maroon-dupion-embroidered-anarkali-suit-1996.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/a/maroon-dupion-embroidered-anarkali-suit-1-1996_1_1_1.jpg,Maroon Dupion Embroidered Anarkali Suit for Wedding & Party,Women,Anarkali,Heavy Work,Dupion,Dupion,Maroon,"Festival Wear, Party Wear, Diwali, Eid, Bridesmaid Wear, Guest Of Wedding Wear",All-season,47700,72%,"Resham Work, Stone Work, Hand Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,,,
137,1751678762-154,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/silk-embroidered-anarkali-suit-in-violet-colour-lstv03710-violet.html,"Resham Work, Zari Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-embroidered-anarkali-suit-in-violet-colour-lstv03710-violet-1_1.jpg,Silk Embroidered Wedding Anarkali Suit In Violet Colour,Women,Anarkali,Traditional,Taffeta Silk,Taffeta Silk,Violet,"Festival Wear, Party Wear",All-season,67800,72%,"Resham Work, Zari Work, Stone Work","Resham Work, Zari Work, Stone Work",Muslim Women,"40, 35-45",Gold,Heels
138,1751678765-155,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/shlipa-shetty-dark-purple-long-georgette-anarkali-churidar-suit-with-dupatta-dmv14798.html,Dark Purple,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/m/dmv14798-purple.jpg,Shlipa Shetty Dark Purple Long Silk Anarkali Churidar Suit With Dupatta,Women,Anarkali,Traditional,Silk,Silk,Dark Purple,"Special Events, Parties, Festivals",All-season,76500,26%,Embroidery,"Suit, Dupatta",Indian Women,"34, 36, 38, 40","Gold, Silver","Heels, Sandals"
139,1751678769-156,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/zari-embroidered-georgette-prussian-blue-anarkali-suit-lstv112435.html,"Stone Work, Zari And Resham",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/z/a/zari-embroidered-georgette-prussian-blue-anarkali-suit-lstv112435-1.jpg,Zari Embroidered Georgette Prussian Blue Wedding Anarkali Suit,Women,Anarkali,Traditional,Georgette,Lycra,Prussian Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,61800,27%,"Stone Work, Zari And Resham","Stone Work, Zari And Resham",Women,Not specified,Matching Prussian Blue or Gold,Heels or Sandals
140,1751678777-158,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/dori-embroidered-net-anarkali-suit-in-peach-colour-lstv04213.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/o/dori-embroidered-net-anarkali-suit-in-peach-colour-lstv04213-1.jpg,Dori Embroidered Net Anarkali Suit In Peach Colour,Women,Anarkali,Traditional,Net,Net,Peach,"Bridesmaid Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,42000,72%,"Stone Work, Beads Work, Dori Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
141,1751678780-159,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/bottle-green-bangalori-silk-embroidered-wedding-wear-anarkali-suit-lstv113338-bottle-green.html,"Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/0/c0241_palm-green_1_aks.jpg,Bottle Green Bangalori Silk Embroidered Wedding Wear Anarkali Suit,Women,Anarkali,Traditional,Bangalori Silk,Lycra,Dark Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,61800,72%,"Stone Work, Zari","Stone Work, Zari",Women,40-42,Gold,Heels
142,1751678784-160,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/royal-blue-bangalori-silk-embroidered-wedding-wear-anarkali-suit-lstv113338.html,"Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv113338-blue.jpg,Royal Blue Bangalori Silk Embroidered Wedding Wear Anarkali Suit,Women,Anarkali,Heavy Work,Bangalori Silk,Lycra,Royal Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,61800,72%,"Stone Work, Zari","Stone Work, Zari",Muslim Women,40-42,Silver,Heels
143,1751678787-161,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/shlipa-shetty-teal-green-long-georgette-anarkali-churidar-suit-with-dupatta-dmv14798.html,Teal Green,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/m/dmv14798-teal.jpg,Shlipa Shetty Teal Green Long Silk Anarkali Churidar Suit With Dupatta,Women,Anarkali,Traditional,Silk,Silk,Teal Green,"Special Events, Parties, Festivals",All-season,76500,26%,Embroidery,"Suit, Dupatta",Indian Women,"34, 36, 38, 40","Gold, Silver","Heels, Sandals"
144,1751678790-162,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/shlipa-shetty-dark-pink-long-georgette-anarkali-churidar-suit-with-dupatta-dmv14798.html,Dark Pink,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/m/dmv14798-pink.jpg,Shlipa Shetty Dark Pink Long Silk Anarkali Churidar Suit With Dupatta,Women,Anarkali,Traditional,Silk,Silk,Dark Pink,"Special Events, Parties, Festivals",All-season,76500,26%,Embroidery,Suit with Dupatta,Women,"34, 36, 38, 40","Gold, Silver","Heels, Sandals"
145,1751678795-163,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/off-white-georgette-anarkali-suit-with-churidar-lstv09912.html,"Sequins, Stone Work, Thread Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/o/f/off-white-georgette-anarkali-suit-with-churidar-lstv09912-1_1.jpg,Off White Georgette Anarkali Suit With Churidar for Wedding & Party,Women,Anarkali,Unknown,Satin Georgette,Lycra,Off White,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,60000,43%,"Sequins, Stone Work, Thread Work","Sequins, Stone Work, Thread Work",Women,,,
146,1751678798-164,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/dark-green-bangalori-silk-embroidered-wedding-wear-anarkali-suit-lstv113338-1.html,"Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv113338-green.jpg,Dark Green Bangalori Silk Embroidered Wedding Wear Anarkali Suit,Women,Anarkali,Traditional,Bangalori Silk,Lycra,Dark Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,61800,72%,"Stone Work, Zari","Stone Work, Zari",Muslim Women,40-42,Gold,Heels
147,1751678802-165,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/fashionable-navy-blue-party-wear-georgette-trouser-suit-lstv09903.html,"Resham Work, Sequins, Thread Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/f/a/fashionable-navy-blue-party-wear-georgette-trouser-suit-lstv09903-2_1.jpg,Navy Blue Pakistani Georgette Trouser Suit for Wedding & Party,Pakistani Cloth,Trouser Suit,Unknown,Georgette,Lycra,Navy Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,66000,43%,"Resham Work, Sequins, Thread Work",,Pakistani Women,,,
148,1751678805-166,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 16,https://www.andaazfashion.com/white-georgette-foil-printed-anarkali-suit-lstv115665.html,Foil Print,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-georgette-foil-printed-anarkali-suit-lstv115665-1.jpg,White Georgette Foil Printed Anarkali Suit,Women,Anarkali,Fancy,Georgette,Lycra,White,"Party Wear, Festival Wear",All-season,39900,72%,Foil Print,Foil Print,Women,,,
149,1751678815-167,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 15,https://www.andaazfashion.com/zari-embroidered-silk-and-taffeta-silk-and-taffeta-navy-blue-and-beige-anarkalii-suit-1906.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-1906-anarkali-suit-collection-front.jpg,Zari Embroidered Silk Navy Blue And Beige Anarkalii Suit for Wedding & Party,Women,Anarkali,Heavy Work,Silk,Santoon,Navy Blue And Beige,"Festival Wear, Wedding Wear, Party Wear",All-season,54000,43%,"Zari Work, Crystal Work, Stone Work, Patch Work, Hand Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Matching Navy Blue or Beige,Heels or Sandals
150,1751678818-168,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 15,https://www.andaazfashion.com/elegant-grey-art-silk-anarkali-suit-with-resham-work-1916.html,Top - Art Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-1916-anarkali-suit-collection-front_1_1.jpg,Grey Art Silk Anarkali Suit With Resham Work,Women,Anarkali,Traditional,Art Silk,Art Silk,Grey,"Festival Wear, Bridal Wear, Wedding Wear, Diwali, Eid, Sangeet, Lohri, Bridesmaid Wear, Guest Of Wedding Wear, Mother Of The Bride",All-season,54000,20%,Resham Work,Top - Art Silk,Women,,,
151,1751678821-169,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 15,https://www.andaazfashion.com/dark-rust-orange-bangalori-silk-embroidered-wedding-wear-anarkali-suit-lstv113338-dark-rust-orange.html,"Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/0/c0244_pure-orange_1_aks.jpg,Dark Rust Orange Bangalori Silk Embroidered Wedding Wear Anarkali Suit,Women,Anarkali,Traditional,Bangalori Silk,Lycra,Dark Green,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,61800,72%,"Stone Work, Zari","Stone Work, Zari",Muslim Women,40-42,Gold,Heels
152,1751678826-170,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 15,https://www.andaazfashion.com/navy-blue-net-embroidered-anarkali-front-slit-suit-lstv121916.html,"Diwali,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-net-embroidered-anarkali-front-slit-suit-lstv121916-1.jpg,Navy Blue Net Embroidered Anarkali Front Slit Suit,Women,Anarkali,Traditional,Net,Net,Navy Blue,"Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,45900,72%,Embroidered,"Diwali, Lohri, Navratri",Women,40-42,Silver,Heels
153,1751678829-171,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 15,https://www.andaazfashion.com/baby-pink-soft-silk-anarkali-suit-with-mirror-work-lsta00002.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/a/baby-pink-soft-silk-anarkali-suit-with-mirror-work-lsta00002-1.jpg,Baby Pink Soft Silk Wedding Anarkali Suit With Mirror Work,Women,Anarkali,Traditional,Soft Silk,Soft Silk,Baby Pink,"Festival Wear, Party Wear, Wedding Wear",All-season,57900,72%,"Zari Work, Mirror Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Silver,Heels
