,web-scraper-order,web-scraper-start-url,Products-href,Style,Festival ,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
215,1751712630-124,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/maroon-dupion-silk-plain-men-kurta-dhoti-mkpa01288.html,Straight Cut,Maroon,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/a/maroon-dupion-silk-plain-men-kurta-dhoti-mkpa01288-1.jpg,Maroon Dupion Silk Plain Men Kurta Dhoti,Pakistani Cloth,Salwar Kameez,Traditional,Silk,Silk,Maroon,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Pakistani Men,40-44,Brown,Traditional
216,1751712635-125,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/cream-beige-dupion-silk-plain-men-kurta-dhoti-mkpa01290.html,Straight Cut,Beige,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-beige-dupion-silk-plain-men-kurta-dhoti-mkpa01290-1.jpg,Cream Beige Dupion Silk Plain Men Kurta Dhoti,Men,Kurta Dhoti,Traditional,Dupion Silk,Dupion Silk,Cream Beige,Wedding,All-season,29700,43%,Plain,,Men,,,
217,1751712638-126,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-dupion-silk-blue-men-kurta-dhoti-mkpa01287.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-blue-men-kurta-dhoti-mkpa01287-1.jpg,Plain Dupion Silk Blue Men Kurta Dhoti,Men,Trouser Suit,Traditional,Silk,Silk,Blue,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
218,1751712641-127,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-dupion-silk-red-mens-kurta-dhoti-mkpa01531.html,Angrakha,Red,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-red-mens-kurta-dhoti-mkpa01531-1.jpg,Plain Dupion Silk Red Men's Kurta Dhoti for Wedding & Party,Men,Trouser Suit,Angrakha,Silk,Silk,Red,"Wedding, Party",All-season,31800,28%,Plain,Top (Kurta) & Bottom (Pajama),Men,Unknown,Black,Traditional
219,1751712645-128,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-dupion-silk-off-white-men-kurta-dhoti-mkpa01317.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-off-white-men-kurta-dhoti-mkpa01317-1.jpg,Off White Churidar Wedding Wear Men Kurta Pajama in Rayon,Men,Trouser Suit,Traditional,Rayon,Rayon,Off White,Wedding,All-season,27600,43%,,Top (Kurta) & Bottom (Pajama),Men,,,
220,1751712648-129,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/dark-maroon-dupion-silk-men-kurta-with-dhoti-mkpa0558.html,Straight Cut,"Diwali, Eid, Lohri, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-maroon-dupion-silk-men-kurta-with-dhoti-mkpa0558-1.jpg,Zari Embroidered Dark Maroon Dupion Silk Men Kurta,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Dark Maroon,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,43800,72%,"Resham Work, Thread Work, Zari",Top (Kurta) & Bottom (Pajama),Men,"44, 36-42",Black,Traditional
221,1751712654-131,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/light-pink-dupion-silk-angrakha-mens-kurta-dhoti-mkpa01528.html,Angrakha,Pink,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-pink-dupion-silk-angrakha-mens-kurta-dhoti-mkpa01528-1.jpg,Light Pink Dupion Silk Angrakha Men's Kurta Dhoti,Men,Anarkali,Traditional,Silk,Silk,Light Pink,Wedding,All-season,31800,43%,,Top (Kurta) & Bottom (Pajama),Men,,,
222,1751712657-132,https://www.andaazfashion.com/men/dhoti-kurta?p=4,https://www.andaazfashion.com/plain-dupion-silk-cream-beige-mens-kurta-dhoti-mkpa01465.html,Straight Cut,Beige,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-cream-beige-mens-kurta-dhoti-mkpa01465-1.jpg,Plain Dupion Silk Cream Beige Men's Kurta Dhoti,Men,Trouser Suit,Traditional,Silk,Silk,Cream Beige,Wedding,All-season,27600,16%,Plain,,Men,,,
223,1751712664-133,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/light-blue-dupion-silk-men-kurta-with-dhoti-mkpa01473.html,Indo Western,Blue,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-blue-dupion-silk-men-kurta-with-dhoti-mkpa01473-1.jpg,Light Blue Dupion Silk Men Kurta With Dhoti,Men,Kurta,Indo Western,Silk,Silk,Light Blue,Wedding,All-season,29700,43%,,Top (Kurta) & Bottom (Pajama),Men,,,
224,1751712668-134,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/navy-blue-dupion-silk-mens-dhoti-kurta-mkpa01941.html,Straight Cut,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-dupion-silk-mens-dhoti-kurta-mkpa01941-1.jpg,Navy Blue Dupion Silk Men's Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Navy Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,33900,26%,Plain,Top (Kurta) & Bottom (Pajama),Men,"44, 36-42",Black,Traditional
225,1751712671-135,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/blush-pink-dupion-silk-mens-dhoti-kurta-mkpa01937.html,Straight Cut,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/blush-pink-dupion-silk-mens-dhoti-kurta-mkpa01937-1.jpg,Blush Pink Dupion Silk Men's Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Blush Pink,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,33900,23%,Plain,Top (Kurta) & Bottom (Pajama),Men,"44, 36-42",Brown,Traditional
226,1751712674-136,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/ready-made-kurta-dhoti-in-maroon-color-for-eid-mkpv0246.html,Party Wear,Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/ready-made-kurta-dhoti-in-maroon-color-for-eid-mkpv0246.jpg,Ready Made Kurta Dhoti In Maroon Color for Wedding & Party,Indian Cloth,Salwar Kameez,Party Wear,Silk,Silk,Maroon,"Wedding, Party",All-season,27600,43%,,,Indian Women,,,
227,1751712677-137,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/royal-blue-dupion-silk-mens-dhoti-kurta-mkpa01943.html,Straight Cut,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/o/royal-blue-dupion-silk-mens-dhoti-kurta-mkpa01943-1.jpg,Royal Blue Dupion Silk Men's Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Royal Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,33900,23%,Plain,Top (Kurta) & Bottom (Pajama),Men,"44, 36-42",Black,Traditional
228,1751712681-138,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/beige-dupion-silk-mens-dhoti-kurta-mkpa01942.html,Straight Cut,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-dupion-silk-mens-dhoti-kurta-mkpa01942-1.jpg,Beige Dupion Silk Men's Dhoti Kurta,Pakistani Cloth,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Pure Beige,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,33900,25%,Plain,Top (Kurta) & Bottom (Pajama),Pakistani Men,"40, 42, 44",Brown,Traditional Sandals
229,1751712684-139,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/dark-grey-dupion-silk-mens-dhoti-kurta-mkpa01938.html,Straight Cut,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-grey-dupion-silk-mens-dhoti-kurta-mkpa01938-1.jpg,Dark Grey Dupion Silk Men's Dhoti Kurta,Pakistani Cloth,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Dark Grey,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,33900,43%,Plain,Top (Kurta) & Bottom (Pajama),Pakistani Men,"42, 44, 38-42",Black,Traditional Sandals
230,1751712690-141,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/dark-brown-dupion-silk-mens-dhoti-kurta-mkpa01940.html,Straight Cut,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-brown-dupion-silk-mens-dhoti-kurta-mkpa01940-1.jpg,Plain Men Kurta Pajama in Dupion Silk Dark Brown for Party,Men,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Dark Brown,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,33900,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,"42, 44, 38-42",Brown,Traditional
231,1751712693-142,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/black-dupion-silk-men-kurta-pajama-mkpa03999.html,Straight Cut,Eid,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-dupion-silk-men-kurta-pajama-mkpa03999-1.jpg,Black Dupion Silk Men Kurta Pajama,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Pure Black,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,51600,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,"42, 44, 38-42",Black,Traditional
232,1751712700-144,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/woven-zari-dupion-silk-black-angrakha-style-mens-dhoti-kurta-mkpa07092.html,Angrakha,Diwali,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/o/woven-zari-dupion-silk-black-angrakha-style-mens-dhoti-kurta-mkpa07092-1.jpg,Woven Zari Dupion Silk Black Angrakha Style Men's Dhoti Kurta,Men,Kurta Pajama,Angrakha,Dupion Silk,Dupion Silk,Pure Black,Sangeet,All-season,33900,43%,"Weaved Thread Work, Zari Work",Top (Kurta) & Bottom (Pajama),Men,"42, 38-40",Black,Traditional
233,1751712703-145,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/dupion-silk-indian-kurta-dhoti-in-gold-color-mkpv0241.html,Party Wear,Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-indian-kurta-dhoti-in-gold-color-mkpv0241.jpg,Dupion Silk Indian Kurta Dhoti In Gold Color,Indian Cloth,Salwar Kameez,Party Wear,Dupion Silk,Dupion Silk,Gold,Party Wear,All-season,27600,43%,,,Indian Women,,,
234,1751712707-146,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/men-black-and-beige-self-design-kurta-with-dhoti-mkpv0468.html,Wedding,Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/men-black-and-beige-self-design-kurta-with-dhoti-mkpv0468.jpg,Men Black And Beige Self Design Kurta With Dhoti,Men,Kurta,Wedding,Silk,Silk,Black,Wedding,All-season,37800,27%,Zari Work,Top (Kurta) & Bottom (Pajama),Men,,,
235,1751712710-147,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/plain-beige-dupion-silk-men-kurta-mkpa04320.html,Straight Cut,"Diwali,Eid,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-beige-dupion-silk-men-kurta-mkpa04320-1.jpg,Plain Beige Dupion Silk Men Kurta,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Pure Beige,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,39900,72%,Plain,Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Brown,Traditional
236,1751712716-149,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/cream-beige-plain-dupion-silk-mens-kurta-dhoti-mkpa01462.html,Straight Cut,Beige,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-beige-plain-dupion-silk-mens-kurta-dhoti-mkpa01462-1.jpg,Cream Beige Plain Dupion Silk Men's Kurta Dhoti,Indian Cloth,Trouser Suit,Traditional,Silk,Silk,Cream Beige,Wedding,All-season,27600,43%,Plain,,Men,,,
237,1751712726-152,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/plain-white-dupion-silk-men-kurta-pajama-mkpa04341.html,Straight Cut,"Diwali,Eid",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-white-dupion-silk-men-kurta-pajama-mkpa04341-1.jpg,Plain White Dupion Silk Men Kurta Dhoti,Men,Kurta Dhoti,Straight Cut,Dupion Silk,Dupion Silk,Pure White,Festival Wear,All-season,23700,27%,Plain,Top (Kurta) & Bottom (Dhoti),Men,"40, 32-36",White,Traditional
238,1751712729-153,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/yellow-cotton-men-plain-kurta-with-blue-dhoti-mkpv0454.html,Party Wear,Cotton,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/y/e/yellow-cotton-men-plain-kurta-with-blue-dhoti-mkpv0454.jpg,Yellow Cotton Men Plain Kurta With Blue Dhoti,Pakistani Cloth,Salwar Kameez,Contemporary,Cotton,Cotton,Yellow,Party Wear,Summer,41700,25%,Plain,,Pakistani Men,,,
239,1751712732-154,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/plain-dark-green-dupion-silk-men-kurta-pajama-mkpa04316.html,Straight Cut,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dark-green-dupion-silk-men-kurta-pajama-mkpa04316-1.jpg,Plain Dark Green Dupion Silk Men Kurta Pajama,Pakistani Cloth,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Dark Green,"Wedding Wear, Guest of Wedding Wear, Mehndi, Festival Wear, Sangeet",All-season,25800,43%,Plain,Top (Kurta) & Bottom (Pajama),Pakistani Men,"42, 44, 38-42",Brown,Traditional Sandals
240,1751712742-157,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/dupion-silk-deep-red-men-kurta-with-dhoti-mkpa0584.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-deep-red-men-kurta-with-dhoti-mkpa0584-1.jpg,Dupion Silk Deep Red Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Deep Red,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,38-42,Brown,Traditional
241,1751712749-159,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/on-trend-teal-green-printed-mens-kurta-dhoti-style-pants-mkpa04807.html,Straight Cut,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/o/n/on-trend-teal-green-printed-mens-kurta-dhoti-style-pants-mkpa04807-1.jpg,On Trend Teal Green Printed Men's Kurta Dhoti Style Pants,Pakistani Cloth,Salwar Kameez,Traditional,Art Silk,Art Silk,Teal Green,"Wedding Wear, Guest of Wedding Wear, Mehndi, Sangeet, Engagement",All-season,51900,22%,"Mirror Work, Resham Work, Sequins Work, Thread Work, Weaved Thread Work, Printed",Top (Kurta) & Bottom (Pajama),Pakistani Men,"44, 36-42",Brown,Traditional Sandals
242,1751712752-160,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/art-silk-dusty-black-embroidered-mens-kurta-pajama-mkpa04808.html,Straight Cut,"Diwali,Eid,Lohri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/r/art-silk-dusty-black-embroidered-mens-kurta-pajama-mkpa04808-1.jpg,Art Silk Dusty Black Embroidered Men's Kurta Pajama,Pakistani Cloth,Salwar Kameez,Traditional,Art Silk,Art Silk,Dusty Black,"Wedding Wear, Guest of Wedding Wear, Sangeet",All-season,51600,43%,"Resham Work, Sequins Work, Thread Work, Weaved Thread Work, Zari Work, Printed, Faux Mirror Work",Top (Kurta) & Bottom (Pajama),Pakistani Men,"42, 44, 38-42",Black,Traditional
243,1751712758-162,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/ready-to-wear-dark-green-kurta-with-black-dhoti-for-eid-party-mkpv0434.html,Straight Cut,Green,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/ready-to-wear-dark-green-kurta-with-black-dhoti-for-eid-party-mkpv0434_2_.jpg,Ready To Wear Dark Green Kurta With Black Dhoti for Wedding Party,Indian Cloth,Salwar Kameez,Traditional,Silk,Silk,Dark Green,Wedding,All-season,33900,43%,None,Top (Kurta) & Bottom (Pajama),Indian Women,Unknown,Black,Traditional
244,1751712761-163,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/embroidered-dupion-silk-dark-beige-men-kurta-pajama-mkpa02751.html,Straight Cut,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-dupion-silk-dark-beige-men-kurta-pajama-mkpa02751-1.jpg,Embroidered Dupion Silk Dark Beige Men Kurta Pajama,Men,Salwar Kameez,Traditional,Dupion Silk,Cotton Silk,Dark Beige,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,55800,21%,"Resham Work, Stone Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Brown,Traditional
245,1751712765-164,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/dark-blue-silk-straight-cut-men-kurta-pajama-mkpa03997.html,Straight Cut,"Diwali,Eid",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-blue-silk-straight-cut-men-kurta-pajama-mkpa03997-1.jpg,Dark Blue Silk Straight Cut Men Kurta Pajama,Men,Kurta Pajama,Traditional,Silk,Silk,Dark Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,55800,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,"40, 42, 44",Black,Traditional
246,1751712768-165,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/plain-dupion-silk-white-mens-kurta-dhoti-mkpa01461.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/l/plain-dupion-silk-white-mens-kurta-dhoti-mkpa01461-1.jpg,Plain Dupion Silk White Men's Kurta Dhoti,Men,Trouser Suit,Traditional,Silk,Silk,White,Wedding,All-season,27600,28%,Plain,,Men,,,
247,1751712776-167,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/light-grey-foil-print-dupion-silk-side-slit-mens-kurta-with-dhoti-mkpa07170.html,Side Slit,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-grey-foil-print-dupion-silk-side-slit-mens-kurta-with-dhoti-mkpa07170-1.jpg,Light Grey Foil Print Dupion Silk Side Slit Men's Kurta With Dhoti,Men,Kurta Pajama,Side Slit,Dupion Silk,Dupion Silk,Light Grey,"Guest of Wedding Wear, Sangeet",All-season,51000,26%,Printed,Top (Kurta) & Bottom (Pajama),Men,45,Black,Traditional
248,1751712788-171,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/men-red-asymmetrical-kurta-with-white-dhoti-mkpv0476.html,Wedding,Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/men-red-asymmetrical-kurta-with-white-dhoti-mkpv0476.jpg,Men Red Asymmetrical Kurta With White Dhoti,Indian Cloth,Kurta,Traditional,Silk,Silk,Red,Wedding,All-season,29100,27%,,,Men,,,
249,1751712792-172,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/ready-to-wear-yellow-kurta-and-white-dhoti-for-eid-party-mkpv0479.html,Asymmetric,Yellow,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/ready-to-wear-yellow-kurta-and-white-dhoti-for-eid-party-mkpv0479.jpg,Ready To Wear Yellow Kurta And White Dhoti for Wedding Party,Indian Cloth,Salwar Kameez,Contemporary,Silk,Silk,Yellow,Wedding,All-season,29700,27%,,Top (Kurta) & Bottom (Pajama),Indian Women,,,
250,1751712802-175,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/embroidered-dupion-silk-teal-blue-men-kurta-pajama-mkpa02758.html,Straight Cut,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-dupion-silk-teal-blue-men-kurta-pajama-mkpa02758-1.jpg,Embroidered Dupion Silk Teal Blue Men Kurta Pajama,Pakistani Cloth,Salwar Kameez,Traditional,Dupion Silk,Art Silk,Teal Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,75600,26%,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Pakistani Men,"42, 38-40",Brown,Traditional Sandals
251,1751712805-176,https://www.andaazfashion.com/men/dhoti-kurta?p=3,https://www.andaazfashion.com/mens-grey-assymetrical-kurta-with-dhoti-mkpv0471.html,Wedding,Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/mens-grey-assymetrical-kurta-with-dhoti-mkpv0471.jpg,Mens Grey Assymetrical Kurta With Dhoti,Men,Kurta,Wedding,Silk,Silk,Grey,Wedding,All-season,29700,27%,,,Men,,,
252,1751712815-178,https://www.andaazfashion.com/men/dhoti-kurta?p=2,https://www.andaazfashion.com/men-brown-and-beige-self-design-kurta-with-dhoti-mkpv0470.html,Wedding,Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/men-brown-and-beige-self-design-kurta-with-dhoti-mkpv0470.jpg,Men Brown And Beige Self Design Kurta With Dhoti,Indian Cloth,Kurta,Traditional,Silk,Silk,Brown,Wedding,All-season,29700,27%,Self Design,,Men,,,
253,1751712818-179,https://www.andaazfashion.com/men/dhoti-kurta?p=2,https://www.andaazfashion.com/men-beige-and-maroon-self-design-kurta-with-dhoti-mkpv0472.html,Wedding,Silk,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/men-beige-and-maroon-self-design-kurta-with-dhoti-mkpv0472.jpg,Men Beige And Maroon Self Design Kurta With Dhoti,Indian Cloth,Kurta,Traditional,Silk,Silk,Beige,Wedding,All-season,29700,27%,Self Design,,Men,,,
254,1751712822-180,https://www.andaazfashion.com/men/dhoti-kurta?p=2,https://www.andaazfashion.com/men-black-and-white-kurta-with-dhoti-mkpv0446.html,Party Wear,Cotton,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/men-black-and-white-kurta-with-dhoti-mkpv0446.jpg,Men Black and White Kurta with Dhoti,Indian Cloth,Salwar Kameez,Party Wear,Cotton,Cotton,Black,Party Wear,All-season,54000,27%,,,Indian Men,,,
255,1751712825-181,https://www.andaazfashion.com/men/dhoti-kurta?p=2,https://www.andaazfashion.com/men-white-asymmetrical-kurta-with-dhoti-mkpv0469.html,Party Wear,Cotton,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/men-white-asymmetrical-kurta-with-dhoti-mkpv0469.jpg,Men White Asymmetrical Kurta With Dhoti,Indian Cloth,Kurta,Party Wear,Cotton,Cotton,White,Party Wear,All-season,33900,43%,,,Men,,,
