,product_name,main_category,Category Style,categorize_outfit,occasion,season,Gender,fit_type,fabric,work_details,color_category,shoe_color,shoe_style,price_pkr,discount,Image URL-src,Products-href,web-scraper-start-url
590,Black Dupion Silk Plain Men's Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Winter,Male,Mixed Range,Silk,Plain,Black & Greys,Black,Traditional,29700,24.0,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-dupion-silk-plain-mens-kurta-pajama-mkpa0162-1.jpg,https://www.andaazfashion.co.uk/black-dupion-silk-plain-mens-kurta-pajama-mkpa0162.html,https://www.andaazfashion.co.uk/men/weddingwear?p=39
591,Navy Blue Silk Churidar Men Kurta Pajama,Men's Ethnic Wear,Traditional,Churidar Suit,Wedding/Formal,Winter,Male,Single Size,Silk,"Resham Work, Thread Work",Blues,Black,Traditional,29700,29.0,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-silk-churidar-men-kurta-pajama-mkpa03621-1.jpg,https://www.andaazfashion.co.uk/navy-blue-silk-churidar-men-kurta-pajama-mkpa03621.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=21
592,Men Kurta Pajama in Light Beige Cotton for Party Wear,Men's Ethnic Wear,Contemporary,Kurta Set,Party/Festive,Summer,Male,Single Size,Cotton,"Resham Work, Sequins, Thread Work, Printed",White & Off‑Whites,Brown,Traditional,29700,43.0,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-beige-cotton-embroidered-men-kurta-pajama-mkpa04421-1.jpg,https://www.andaazfashion.co.uk/light-beige-cotton-embroidered-men-kurta-pajama-mkpa04421.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=28
593,Cherry Red Jacquard Silk Woven Men Kurta With Pajama,Men's Ethnic Wear,Contemporary,Kurta Set,Wedding/Formal,Summer,Male,Single Size,Synthetic,"Resham Work, Sequins, Thread Work, Woven",Reds,Black,Traditional,29700,35.0,https://assets2.andaazfashion.com/media/catalog/product/c/h/cherry-red-jacquard-silk-woven-men-kurta-with-pajama-mkpa03595-1.jpg,https://www.andaazfashion.co.uk/cherry-red-jacquard-silk-woven-men-kurta-with-pajama-mkpa03595.html,https://www.andaazfashion.co.uk/men/weddingwear?p=67
594,Cream Beige Achkan Jacquard Men Sherwani for Party,Men's Ethnic Wear,Traditional,Sherwani,Wedding/Formal,Winter,Male,Single Size,Synthetic,"Woven, Zari",White & Off‑Whites,Brown,Traditional,82200,26.0,https://assets2.andaazfashion.com/media/catalog/product/w/o/woven-zari-jacquard-cream-beige-men-sherwani-mstv0618-1.jpg,https://www.andaazfashion.co.uk/woven-zari-jacquard-cream-beige-men-sherwani-mstv0618.html,https://www.andaazfashion.co.uk/men/weddingwear?p=40
595,Salmon Peach Weaved Thread Jacquard Straight Cut Men's Kurta Churidar,Men's Ethnic Wear,Contemporary,Churidar Suit,Wedding/Formal,Summer,Male,Single Size,Synthetic,"Lace Work, Weaved Thread Work",Oranges,Brown,Traditional,26700,28.0,https://assets2.andaazfashion.com/media/catalog/product/s/a/salmon-peach-weaved-thread-jacquard-straight-cut-mens-kurta-churidar-mkpa07516-1.jpg,https://www.andaazfashion.co.uk/salmon-peach-weaved-thread-jacquard-straight-cut-mens-kurta-churidar-mkpa07516.html,https://www.andaazfashion.co.uk/men/weddingwear?p=44
596,Deep Red Dupion Silk Embroidered Men's Kurta With Dhoti,Men's Ethnic Wear,Traditional,Kurta with Dhoti,Wedding/Formal,Winter,Male,Single Size,Silk,Zari Work,Reds,Black,Traditional,29700,35.0,https://assets2.andaazfashion.com/media/catalog/product/d/e/deep-red-dupion-silk-embroidered-mens-kurta-with-dhoti-mkpa08682-1.jpg,https://www.andaazfashion.co.uk/deep-red-dupion-silk-embroidered-mens-kurta-with-dhoti-mkpa08682.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=119
597,Light Blue Jacquard Silk Kurta for Wedding & Party,Pakistani Cloth,Contemporary,Kurta,Wedding/Formal,Summer,Male,Single Size,Silk,"Woven, Zari",White & Off‑Whites,Black,Traditional,29700,24.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-blue-jacquard-silk-kurta-for-eid-mkpv0681_1_.jpg,https://www.andaazfashion.co.uk/light-blue-jacquard-silk-kurta-for-eid-mkpv0681.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=10
598,Off White Silk Blend Men's Kurta Pajama With Sequins Work For Festival,Men's Ethnic Wear,Contemporary,Kurta Set,Party/Festive,Summer,Male,Single Size,Silk,"Resham Work, Sequins Work, Thread Work, Printed",White & Off‑Whites,Matching,Traditional,14700,36.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/o/f/off-white-silk-blend-mens-kurta-pajama-with-sequins-work-for-festival-mkpa09134-1.jpg,https://www.andaazfashion.co.uk/off-white-silk-blend-mens-kurta-pajama-with-sequins-work-for-festival-mkpa09134.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=124
600,Burgundy Maroon Silk Blend Embroidered Men's Jacket Style Sherwani,Men's Ethnic Wear,Fancy,Sherwani,Wedding/Formal,Winter,Male,Range,Silk,"Thread Work, Woven, Zari Work",Reds,Black,Traditional,69600,10.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/u/burgundy-maroon-silk-blend-embroidered-mens-jacket-style-sherwani-mstv04344-1.jpg,https://www.andaazfashion.co.uk/burgundy-maroon-silk-blend-embroidered-mens-jacket-style-sherwani-mstv04344.html,https://www.andaazfashion.co.uk/men/sherwani?p=50
601,Cream Beige Dupion Silk Plain Men Dhoti Kurta,Men's Ethnic Wear,Contemporary,Kurta with Dhoti,Wedding/Formal,Summer,Male,Mixed Range,Silk,Plain,White & Off‑Whites,Brown,Traditional,22200,23.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-beige-dupion-silk-plain-men-dhoti-kurta-mkpa0139-1.jpg,https://www.andaazfashion.co.uk/cream-beige-dupion-silk-plain-men-dhoti-kurta-mkpa0139.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=44
602,Grey Plain Polyester Jodhpuri Style Men's Coat Pant,Men's Ethnic Wear,Traditional,Jodhpuri Suit,Wedding/Formal,Winter,Male,Single Size,Silk,Patch Work,Black & Greys,Black,Formal Shoes,55200,21.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/grey-plain-polyester-jodhpuri-style-mens-coat-pant-mstv04199-1.jpg,https://www.andaazfashion.co.uk/grey-plain-polyester-jodhpuri-style-mens-coat-pant-mstv04199.html,https://www.andaazfashion.co.uk/men/coat-pant?p=7
603,Cream Silk Blend Men's Sherwani with Weaved for Wedding,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Single Size,Silk,"Dabka Work, Sequins Work, Thread Work, Woven, Zari Work",White & Off‑Whites,Brown,Traditional,107700,25.0,https://assets2.andaazfashion.com/media/catalog/product/c/r/cream-silk-blend-mens-sherwani-with-weaved-for-wedding-mstv04798-1.jpg,https://www.andaazfashion.co.uk/cream-silk-blend-mens-sherwani-with-weaved-for-wedding-mstv04798.html,https://www.andaazfashion.co.uk/men/sherwani?p=49
604,Off White Brocade Zari Embroidered Men Sherwani,Men's Ethnic Wear,Heavy Work,Sherwani,Wedding/Formal,Summer,Male,Single Size,Silk,"Resham Work, Stone Work, Thread Work, Zari",White & Off‑Whites,Brown,Traditional,113700,28.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/o/f/off-white-brocade-zari-embroidered-men-sherwani-mstv01066-1.jpg,https://www.andaazfashion.co.uk/off-white-brocade-zari-embroidered-men-sherwani-mstv01066.html,https://www.andaazfashion.co.uk/men/sherwani?p=33
605,Wine Maroon Silk Men's Resham Embroidered Asymmetrical Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Single Size,Silk,"Resham Work, Sequins Work, Thread Work",Reds,Black,Traditional,50700,25.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/i/wine-maroon-silk-mens-resham-embroidered-asymmetrical-sherwani-mstv04304-1.jpg,https://www.andaazfashion.co.uk/wine-maroon-silk-mens-resham-embroidered-asymmetrical-sherwani-mstv04304.html,https://www.andaazfashion.co.uk/men/weddingwear?p=42
607,Light Blue Silk Men's Sherwani With Embroidered Jacket,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Summer,Male,Single Size,Silk,"Lace Work, Resham Thread, Sequins, Faux Mirror Work",Multi / Mixed & Others,Black,Traditional Mojari,80700,21.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-blue-silk-mens-sherwani-with-embroidered-jacket-mstv03193-1.jpg,https://www.andaazfashion.co.uk/light-blue-silk-mens-sherwani-with-embroidered-jacket-mstv03193.html,https://www.andaazfashion.co.uk/men/weddingwear?p=99
608,Thread Work Embroidered Art Silk Light Pink Men Sherwani,Men's Ethnic Wear,Fancy,Sherwani,Wedding/Formal,Summer,Male,Single Size,Silk,"Resham Work, Thread Work, Zari",Pinks,Black,Traditional,103200,43.0,https://assets2.andaazfashion.com/media/catalog/product/t/h/thread-work-embroidered-art-silk-light-pink-men-sherwani-mstv02606-1.jpg,https://www.andaazfashion.co.uk/thread-work-embroidered-art-silk-light-pink-men-sherwani-mstv02606.html,https://www.andaazfashion.co.uk/men/sherwani?p=48
611,Silk Kurta In Blue Colour,Pakistani Cloth,Traditional,Kurta,Wedding/Formal,Spring,Male,Mixed Range,Silk,Zari Work,Multi / Mixed & Others,Blue,Traditional,29700,29.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/k/mkpv0191-blue.jpg,https://www.andaazfashion.co.uk/raw-silk-kurta-in-blue-colour-mkpv0191.html,https://www.andaazfashion.co.uk/men/weddingwear?p=47
612,Bottle Green Raw Silk Kurta With Churidar,Indian Cloth,Traditional,Churidar Suit,Wedding/Formal,Spring,Male,Single Size,Silk,"Resham Work, Thread Work",Greens,Black,Traditional,20700,27.0,https://assets2.andaazfashion.com/media/catalog/product/b/o/bottle-green-raw-silk-kurta-with-churidar-mstv0077-1.jpg,https://www.andaazfashion.co.uk/bottle-green-raw-silk-kurta-with-churidar-mstv0077.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=26
613,Cotton White Plain Men Kurta Pajama,Men's Ethnic Wear,Fancy,Kurta Set,Party/Festive,Summer,Male,Mixed Range,Cotton,Plain,White & Off‑Whites,Brown,Traditional,25200,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/o/cotton-white-plain-men-kurta-pajama-mkpv0452.jpg,https://www.andaazfashion.co.uk/cotton-white-plain-men-kurta-pajama-mkpv0452.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=15
614,Georgette Teal Green Sequins Embroidered Sangeet Men Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Spring,Male,Single Size,Synthetic,"Sequins, Thread Work",Greens,Black,Traditional,32700,27.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-green-georgette-embroidered-men-kurta-pajama-mkpa03608-1.jpg,https://www.andaazfashion.co.uk/teal-green-georgette-embroidered-men-kurta-pajama-mkpa03608.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=30
617,Dupion Silk Zari Embroidered Charcoal Grey Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Range,Silk,"Beads Work, Cutdana Work, Dabka Work, Stone Work, Zari Work",Black & Greys,Black,Traditional,37200,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-zari-embroidered-charcoal-grey-mens-sherwani-mstv03321-1.jpg,https://www.andaazfashion.co.uk/dupion-silk-zari-embroidered-charcoal-grey-mens-sherwani-mstv03321.html,https://www.andaazfashion.co.uk/men/weddingwear?p=97
618,Burgundy Maroon Dupion Silk Zari Emboidered Men's Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Winter,Male,Range,Silk,"Beads Work, Cutdana Work, Dabka Work, Stone Work, Zari Work",Reds,Black,Traditional,37200,43.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/u/burgundy-maroon-dupion-silk-zari-emboidered-mens-sherwani-mstv03315-1.jpg,https://www.andaazfashion.co.uk/burgundy-maroon-dupion-silk-zari-emboidered-mens-sherwani-mstv03315.html,https://www.andaazfashion.co.uk/men/sherwani?p=35
619,Jacquard Red Men Sherwani With Churidar,Men's Ethnic Wear,Traditional,Sherwani,Wedding/Formal,Winter,Male,Single Size,Synthetic,"Woven, Zari",Reds,Black,Traditional,74700,26.0,https://assets2.andaazfashion.com/media/catalog/product/j/a/jacquard-red-men-sherwani-with-dhoti-mstv01127-1.jpg,https://www.andaazfashion.co.uk/jacquard-red-men-sherwani-with-dhoti-mstv01127.html,https://www.andaazfashion.co.uk/men/weddingwear?p=44
620,Men Plain White Cotton Kurta Pajama,Men's Ethnic Wear,Fancy,Kurta Set,Party/Festive,Summer,Male,Mixed Range,Cotton,Plain,White & Off‑Whites,White,Traditional,28200,27.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/e/men-plain-white-cotton-kurta-pajama-mkpv0453.jpg,https://www.andaazfashion.co.uk/men-plain-white-cotton-kurta-pajama-mkpv0453.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=15
621,Linen Cotton Black Men's Kurta Churidar,Men's Ethnic Wear,Traditional,Churidar Suit,Party/Festive,Summer,Male,Mixed Range,Cotton,Patch Work,Black & Greys,Black,Traditional,29700,43.0,https://assets2.andaazfashion.com/media/catalog/product/l/i/linen-cotton-black-mens-kurta-churidar-mkpa03800-1.jpg,https://www.andaazfashion.co.uk/linen-cotton-black-mens-kurta-churidar-mkpa03800.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=82
622,Olive Green Silk Kurta Pajama Combo for Father & Son Festive Wear,Men's Ethnic Wear,Contemporary,Kurta Set,Wedding/Formal,Autumn,Male,Multi Size,Silk,"Resham Work, Thread Work, Woven, Zari Work",Greens,Brown,Traditional,35700,15.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/o/l/olive-green-silk-kurta-pajama-combo-for-father-son-festive-wear-mkpa08903-1.jpg,https://www.andaazfashion.co.uk/olive-green-silk-kurta-pajama-combo-for-father-son-festive-wear-mkpa08903.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=88
623,Charcoal Grey Plain Silk Jodhpuri Style Men's Coat Pant,Men's Ethnic Wear,Traditional,Jodhpuri Suit,Wedding/Formal,Winter,Male,Single Size,Silk,Plain Work,Black & Greys,Black,Formal Shoes,89700,14.0,https://assets2.andaazfashion.com/media/catalog/product/c/h/charcoal-grey-plain-silk-jodhpuri-style-mens-sherwani-mstv03991-1.jpg,https://www.andaazfashion.co.uk/charcoal-grey-plain-silk-jodhpuri-style-mens-sherwani-mstv03991.html,https://www.andaazfashion.co.uk/men/sherwani?p=21
624,Men Kurta Pajama in Navy Blue Dupion Silk for Wedding Wear,Men's Ethnic Wear,Contemporary,Kurta Set,Wedding/Formal,Winter,Male,Mixed Range,Silk,Lace,Blues,Black,Traditional,30600,27.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/red-dupion-silk-plain-men-kurta-dhoti-mkpa01300-1.jpg,https://www.andaazfashion.co.uk/red-dupion-silk-plain-men-kurta-dhoti-mkpa01300.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=48
625,Salmon Peach Jacquard Woven Zari Men's Sherwani,Men's Ethnic Wear,Contemporary,Sherwani,Wedding/Formal,Summer,Male,Single Size,Synthetic,"Woven, Zari",Oranges,Brown,Traditional,38700,43.0,https://assets2.andaazfashion.com/media/catalog/product/s/a/salmon-peach-jacquard-woven-zari-mens-sherwani-mstv01886-1.jpg,https://www.andaazfashion.co.uk/salmon-peach-jacquard-woven-zari-mens-sherwani-mstv01886.html,https://www.andaazfashion.co.uk/men/weddingwear?p=74
626,Dupion Silk Creamy Pink Men's Kurta Pajama With Embroidered Jacket,Men's Ethnic Wear,Fancy,Nehru Jacket,Wedding/Formal,Summer,Male,Range,Silk,"Lace Work, Resham Thread, Sequins Work",Pinks,Creamy Pink,Traditional,41700,21.0,https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-creamy-pink-mens-kurta-pajama-with-embroidered-jacket-mkpa06882-1.jpg,https://www.andaazfashion.co.uk/dupion-silk-creamy-pink-mens-kurta-pajama-with-embroidered-jacket-mkpa06882.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=18
627,Beige Full Sleeves Regular Fit Cotton Kurta for Wedding & Party,Pakistani Cloth,Traditional,Kurta,Wedding/Formal,Summer,Male,Mixed Range,Cotton,Regular Fit,White & Off‑Whites,Beige,Traditional,26700,27.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/design-no-mkpv0005.jpg,https://www.andaazfashion.co.uk/beige-full-sleeves-regular-fit-cotton-kurta-set-mkpa0005.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=29
628,Grey Embroidered Silk Blend Men's Kurta Pajama For Festival,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Summer,Male,Single Size,Silk,"Resham Work, Sequins Work, Thread Work",Black & Greys,Black,Traditional,35700,21.0,https://assets2.andaazfashion.com/media/catalog/product/g/r/grey-embroidered-silk-blend-mens-kurta-pajama-for-festival-mkpa09017-1.jpg,https://www.andaazfashion.co.uk/grey-embroidered-silk-blend-mens-kurta-pajama-for-festival-mkpa09017.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=85
629,Powder Blue Dupion Silk Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Traditional,Kurta Set,Wedding/Formal,Spring,Male,Mixed Range,Silk,Not specified,Multi / Mixed & Others,Not specified,Not specified,23700,72.0,https://assets2.andaazfashion.com/media/catalog/product/p/o/powder-blue-dupion-silk-straight-cut-mens-kurta-pajama-mkpa01521-1.jpg,https://www.andaazfashion.co.uk/powder-blue-dupion-silk-straight-cut-mens-kurta-pajama-mkpa01521.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=29
630,Wine Color Wedding Special Kurta With Churidar,Indian Cloth,Traditional,Churidar Suit,Wedding/Formal,Winter,Male,Mixed Range,Silk,"Zari Work, Resham Work",Reds,Gold,Sandals,29700,24.0,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/i/wine-color-eid-special-kurta-with-churidar-mkpv0660_1_.jpg,https://www.andaazfashion.co.uk/wine-color-eid-special-kurta-with-churidar-mkpv0660.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=9
631,Creamy Pink Silk Blend Weaved Jacket Style Men's Sherwani,Men's Ethnic Wear,Fancy,Sherwani,Wedding/Formal,Summer,Male,Single Size,Silk,"Beads Work, Dabka Work, Pearl Work, Resham Work, Thread Work, Woven, Zari Work",Pinks,Black,Traditional,76200,22.0,https://assets2.andaazfashion.com/media/catalog/product/c/r/creamy-pink-silk-blend-weaved-jacket-style-mens-sherwani-mstv04677-1.jpg,https://www.andaazfashion.co.uk/creamy-pink-silk-blend-weaved-jacket-style-mens-sherwani-mstv04677.html,https://www.andaazfashion.co.uk/men/sherwani?p=45
632,Plain Cream Beige Bangalori Silk Men Kurta Dhoti,Men's Ethnic Wear,Contemporary,Kurta with Dhoti,Party/Festive,Spring,Male,Mixed Range,Silk,Plain,White & Off‑Whites,Not specified,Not specified,25200,43.0,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-cream-beige-bangalori-silk-men-kurta-dhoti-mkpa0341-1.jpg,https://www.andaazfashion.co.uk/plain-cream-beige-bangalori-silk-men-kurta-dhoti-mkpa0341.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=87
633,Black Jacket Style Wedding Wear Men Kurta Pajama in Silk,Men's Ethnic Wear,Fancy,Jacket Style Outfit,Wedding/Formal,Winter,Male,Mixed Range,Silk,Plain,Black & Greys,Black,Traditional,34200,43.0,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-silk-mens-jacket-styal-kurta-with-pajama-mkpa03145-1.jpg,https://www.andaazfashion.co.uk/black-silk-mens-jacket-styal-kurta-with-pajama-mkpa03145.html,https://www.andaazfashion.co.uk/men/kurta-pajama?p=83
634,Black Art Silk Embroidered Traditional Men's Sherwani,Men's Ethnic Wear,Traditional,Sherwani,Wedding/Formal,Winter,Male,Range,Silk,Lace Work,Black & Greys,Black,Traditional,68700,43.0,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-art-silk-embroidered-traditional-mens-sherwani-mstv03084-1.jpg,https://www.andaazfashion.co.uk/black-art-silk-embroidered-traditional-mens-sherwani-mstv03084.html,https://www.andaazfashion.co.uk/men/sherwani?p=44
